A,B,C,D,E,F,G,H,I,J,L,M,Monto,N,O,P,Q,R,S,Fraude
1,4,19441,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,44.41,0
0,2,5155,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,4.9,0
20,4,105435,0,0,0.0,0.0,0,0,0,1,5,0.0,1,0,2,0.0,0.0,11.04,0
0,11,108613,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,18.22,0
0,4,11948,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,8.9,0
0,10,556902,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,3.89,0
0,1,3000,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,8.32,0
0,7,81960,0,3,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,18.1,0
0,6,3137,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,29.32,0
0,12,4562,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,26.21,0
0,1,4734,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,27.97,0
0,4,5217,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,2,0.0,0.0,12.81,0
0,13,21713,0,3,0.012,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,60.71,0
0,5,7349,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,8.22,0
0,16,5258,0,0,0.0,0.0,0,0,0,1,2,0.0,1,0,1,0.0,0.0,83.41,0
0,8,2370,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,10.26,0
0,6,6786,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,17.82,0
1,8,102571,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,8.95,0
0,15,2787,0,0,0.0,0.0,0,0,0,1,1,394.21,1,0,3,394.21,394.21,21.32,0
3,14,47610,0,1,0.0,0.0,0,0,2,2,2,0.0,1,0,1,0.0,0.0,1.37,0
0,19,18648,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,20.2,0
0,5,27808,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,79.58,0
0,12,7879,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,2,0.0,0.0,18.94,0
3,12,101532,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,16.62,0
0,13,3651,0,1,0.036,0.0,0,0,0,0,1,0.0,1,1,2,0.0,0.0,22.32,0
2,5,134257,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,12.54,0
0,5,7990,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,84.93,0
0,3,1474,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,4,0.0,0.0,6.24,0
0,16,21561,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,85.9,0
0,6,1254,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,34.21,0
1,1,2069,2,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,86.64,0
0,17,2408,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,71.99,0
0,8,92419,0,0,0.0,0.0,0,0,2,1,2,0.0,1,0,2,0.0,0.0,0.78,0
0,1,1381,0,4,0.003,0.0,0,0,2,2,2,0.0,2,0,2,0.0,0.0,5.46,0
1,5,51591,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,3.03,0
0,8,53751,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,17.61,0
0,15,8776,1,0,0.0,0.0,0,0,0,1,2,0.0,2,0,2,0.0,0.0,60.46,0
0,9,5746,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,15.92,0
0,13,17078,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,36.01,0
0,15,16256,0,3,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,57.34,0
0,1,5697,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,50.78,0
0,8,56241,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,21.59,0
0,12,13952,1,1,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,8.38,0
0,12,2336,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,39.04,0
0,15,2638,0,0,0.0,0.0,0,0,0,1,2,10.97,1,0,2,10.97,10.97,40.54,0
0,16,25243,0,4,0.077,0.0,0,4,13,0,1,0.0,1,0,1,0.0,0.0,96.86,0
0,13,23166,0,1,0.007,0.0,0,0,0,0,4,0.0,1,0,5,0.0,0.0,23.38,0
1,7,103195,4,0,0.0,0.037,0,0,0,1,1,0.0,1,0,1,0.0,0.0,25.03,0
0,5,16,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,31.16,0
0,8,124860,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,14.22,0
0,2,1044,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,21.69,0
0,4,449,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,40.43,0
0,1,1172,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,2,0.0,0.0,5.75,0
0,4,101796,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,82.84,0
0,2,230,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,15.97,0
0,3,23670,0,0,0.0,0.0,0,0,0,1,2,0.0,2,0,2,0.0,0.0,1.94,0
0,10,10,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,23.75,0
0,13,124560,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,13.35,0
1,1,11170,0,0,0.0,0.0,0,0,13,1,2,0.0,1,0,3,0.0,0.0,2.79,0
0,13,27929,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,50.62,0
3,2,18449,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,9.18,0
0,11,30963,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,88.07,0
2,15,14,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,72.32,0
0,6,295,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,4.43,0
0,12,215,0,4,0.0,0.0,0,4,0,0,1,0.0,1,0,2,0.0,0.0,25.25,0
1,9,18687,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,54.3,0
0,8,3736,0,0,0.0,0.0,0,0,2,2,4,0.0,3,0,1,0.0,0.0,12.17,0
0,9,366174,0,3,0.003,0.0,0,3,2,1,2,0.0,1,0,1,0.0,0.0,47.72,0
0,2,3052,0,0,0.0,0.0,0,0,0,1,1,132.47,1,0,1,132.47,132.47,9.62,0
1,3,111549,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,9.95,0
0,4,70757,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,16.21,0
0,14,15538,0,6,0.007,0.0,0,4,2,0,1,0.0,1,0,1,0.0,0.0,95.19,0
1,19,1143,0,3,0.006,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,82.83,0
0,13,69012,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,96.1,0
0,11,132,12,8,0.017,0.0,4,0,2,1,1,0.0,1,0,1,0.0,0.0,90.67,0
0,4,172,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,28.15,0
2,13,19548,1,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,60.56,0
0,13,1810,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,3,0.0,0.0,14.33,0
0,16,71,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,62.1,0
0,2,7644,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,7.79,0
0,2,141575,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,6.53,0
0,7,3906,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,11.4,0
0,8,15,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,10.97,0
0,1,7101,0,2,0.222,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,9.46,0
0,8,3293,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,11.96,0
0,1,1448,1,3,0.007,0.003,0,0,0,1,2,0.0,1,0,3,0.0,0.0,2.84,0
0,8,3748,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,33.48,0
0,9,60672,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,36.94,0
0,11,6235,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,0.09,0
1,1,1647,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,24.75,0
1,2,49155,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,15.65,0
1,9,43526,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,45.53,0
1,2,101045,0,2,0.0,0.0,0,0,0,0,3,0.0,1,0,4,0.0,0.0,37.28,0
0,4,157,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,30.33,0
0,11,1327,0,0,0.0,0.0,0,0,2,1,2,30.68,2,0,1,30.68,30.68,83.0,0
0,9,20979,0,2,0.0,0.0,0,2,0,0,1,0.0,1,0,1,0.0,0.0,66.89,0
0,13,318,0,6,0.0,0.0,0,3,0,0,1,0.0,1,0,1,0.0,0.0,99.25,0
0,1,5242,0,1,0.5,0.0,0,0,0,0,5,0.0,1,0,1,0.0,0.0,89.14,0
0,5,73509,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,2,0.0,0.0,19.53,0
0,10,23636,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,7.11,0
0,3,3826,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,5.34,0
0,14,457424,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,51.57,0
0,10,1395,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,8.26,0
0,3,7612,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,10.46,0
1,15,21706,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,31.93,0
0,12,1057,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,21.66,0
1,1,10868,0,0,0.0,0.0,0,0,0,2,3,0.0,2,0,4,0.0,0.0,0.81,0
0,6,29233,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,2,0.0,0.0,43.12,0
2,8,18385,0,0,0.0,0.0,0,0,2,2,1,0.0,1,0,1,0.0,0.0,54.54,0
0,4,3299,0,0,0.0,0.0,0,0,13,1,2,0.0,2,0,1,0.0,0.0,0.95,0
0,6,259,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,6.64,0
1,12,34046,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,55.38,0
0,3,15629,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,33.09,0
1,1,7974,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,21.28,0
0,6,2123,3,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,13.43,0
0,4,2013,0,4,0.013,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,25.0,0
0,11,10460,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,20.32,0
0,1,21350,1,1,0.333,0.0,0,0,13,1,10,0.0,1,0,4,0.0,0.0,1.13,0
2,15,34206,0,0,0.0,0.0,0,0,2,1,2,0.0,1,0,2,0.0,0.0,46.26,0
2,1,2,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,3,0.0,0.0,16.41,0
0,4,705,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.5,0
0,10,24884,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,2,0.0,0.0,6.99,0
2,16,14133,0,15,0.047,0.0,0,0,0,2,2,0.0,1,0,1,0.0,0.0,3.63,0
0,14,36888,4,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,29.98,0
1,8,454714,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,2.72,0
0,7,1690,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,9.39,0
0,3,41005,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,4.67,0
0,6,169,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,22.09,0
0,7,15361,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,83.75,0
0,7,251,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,3,0.0,0.0,14.83,0
0,10,7586,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,32.22,0
0,10,28403,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.64,0
1,5,534,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,32.89,0
0,2,124277,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,5.18,0
0,15,119925,0,4,0.0,0.0,0,4,13,0,1,0.0,1,0,1,0.0,0.0,91.76,0
0,8,74587,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,2,0.0,0.0,8.23,0
0,7,6088,0,0,0.0,0.0,0,0,13,0,3,0.0,1,0,1,0.0,0.0,19.67,0
0,3,82,7,0,0.0,0.238,1,0,2,1,1,111.86,3,0,1,111.86,111.86,91.2,0
0,9,54545,0,1,0.077,0.0,0,0,13,1,1,0.0,1,0,4,0.0,0.0,0.3,0
0,8,1128,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,19.92,0
0,12,38307,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,20.07,0
0,9,7593,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,86.68,0
0,6,25340,0,0,0.0,0.0,0,0,0,1,4,0.0,1,0,1,0.0,0.0,19.65,0
0,10,45360,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,33.56,0
0,2,26883,0,2,0.1,0.0,0,1,13,1,1,209.94,1,0,1,209.94,209.94,19.91,0
0,15,3360,0,6,0.002,0.0,0,6,13,1,1,0.0,1,0,1,0.0,0.0,93.25,0
1,5,64592,0,6,0.012,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,4.82,0
0,6,26926,0,0,0.0,0.0,0,0,0,1,2,0.0,1,0,1,0.0,0.0,19.1,0
2,13,45444,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,1,0.0,0.0,15.47,0
0,1,3264,0,0,0.0,0.0,0,0,2,1,1,311.98,1,0,1,311.98,311.98,5.13,0
0,11,5233,0,0,0.0,0.0,0,0,0,0,5,0.0,1,0,1,0.0,0.0,46.28,0
0,8,10158,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,16.06,0
0,1,4656,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,0.41,0
4,9,42802,0,0,0.0,0.0,0,0,17,2,2,0.0,2,0,1,0.0,0.0,17.62,0
0,10,421,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,8.48,0
0,7,22,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,22.09,0
2,1,66017,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,2,0.0,0.0,1.41,0
0,4,60141,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,15.76,0
0,6,1187,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,34.77,0
0,16,17989,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,17.3,0
0,3,2180,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,8.54,0
1,1,43,0,4,0.154,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,9.25,0
0,2,5686,0,0,0.0,0.0,0,0,0,2,2,0.0,2,0,1,0.0,0.0,6.77,0
0,1,13,0,0,0.0,0.0,0,0,13,2,2,0.0,2,0,1,0.0,0.0,17.39,0
0,5,3350,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,10.65,0
1,7,104997,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,4.97,0
0,5,72845,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,9.42,0
0,2,439,0,0,0.0,0.0,0,0,0,1,1,201.39,1,0,2,201.39,201.39,33.87,0
0,7,5001,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,88.52,0
0,1,7479,0,2,0.008,0.0,0,0,13,1,1,0.0,1,0,2,0.0,0.0,1.68,0
1,6,3735,0,0,0.0,0.0,0,0,0,7,5,27.32,4,0,5,27.32,27.32,5.95,0
0,13,2969,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,42.49,0
0,16,775,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,5.67,0
0,1,1637,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,1,0.0,0.0,10.56,0
0,15,7793,0,1,0.25,0.0,0,1,13,0,2,0.0,1,0,2,0.0,0.0,98.61,0
0,7,1019,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,13.69,0
0,5,98456,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,11.23,0
2,10,19623,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,41.97,0
0,6,3102,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,18.21,0
0,15,41559,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,24.34,0
0,7,135168,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,4.9,0
1,3,241,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,19.72,0
0,4,654,1,1,0.017,0.033,0,1,0,0,1,0.0,1,0,2,0.0,0.0,33.87,0
7,5,19426,0,0,0.0,0.0,0,0,13,1,4,0.0,1,0,1,0.0,0.0,23.28,0
0,9,483,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,11.72,0
0,12,1481,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,29.1,0
0,4,7710,0,0,0.0,0.0,0,0,0,1,1,34.4,1,0,1,34.4,34.4,8.19,0
0,4,328131,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,63.39,0
4,8,105040,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,16.27,0
0,1,166,0,0,0.0,0.0,0,0,13,2,2,191.46,2,0,2,191.46,191.46,2.27,0
0,8,101,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,60.26,0
0,9,4763,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,51.47,0
0,8,44264,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,45.34,0
0,12,163392,1,4,0.004,0.0,0,2,13,0,2,0.0,1,0,3,0.0,0.0,11.45,0
0,1,1455,1,1,0.111,1.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,2.57,0
0,2,7960,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,2,0.0,0.0,19.3,0
4,13,7689,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,39.02,0
0,8,727,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,18.06,0
0,5,63536,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,5.5,0
0,15,9860,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,32.17,0
0,10,136,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,12.72,0
0,6,6,0,2,0.078,0.0,0,0,2,0,4,0.0,1,0,2,0.0,0.0,26.39,0
0,5,15206,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,15.19,0
0,6,28545,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,25.36,0
0,3,13261,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,31.6,0
0,12,949,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,33.57,0
0,8,66,0,3,0.015,0.0,0,3,13,1,1,0.0,1,0,1,0.0,0.0,92.44,0
0,6,621,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,16.09,0
0,2,7775,0,0,0.0,0.0,0,0,0,2,4,0.0,1,0,4,0.0,0.0,4.2,0
0,3,101518,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,12.44,0
0,2,614,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,42.9,0
0,14,9171,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,57.49,0
1,11,1100,0,4,0.022,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,52.76,0
0,3,16956,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,22.43,0
0,7,14971,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,10.62,0
0,2,10624,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,5,0.0,0.0,94.42,0
0,18,42632,0,0,0.0,0.0,0,0,0,1,7,0.0,3,0,1,0.0,0.0,37.86,0
5,8,37003,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,21.28,0
0,13,0,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,13.67,0
0,7,11127,0,0,0.0,0.0,0,0,2,1,2,0.0,1,0,1,0.0,0.0,6.79,0
1,2,104809,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,25.48,0
0,16,8660,0,0,0.0,0.0,0,0,2,0,3,0.0,1,0,1,0.0,0.0,87.02,0
0,11,73850,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,60.39,0
0,2,16296,0,0,0.0,0.0,0,0,13,0,6,0.0,1,0,4,0.0,0.0,5.45,0
0,1,1508,0,1,0.051,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,2.0,0
2,5,34048,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,30.43,0
0,9,54328,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,63.07,0
1,4,921,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,17.79,0
0,1,18494,0,0,0.0,0.0,0,0,13,4,7,0.0,1,0,2,0.0,0.0,4.94,0
0,7,14416,0,4,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,14.93,0
0,4,1446,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,3,0.0,0.0,12.64,0
0,2,1880,0,0,0.0,0.0,0,0,0,1,1,264.36,1,0,2,264.36,264.36,20.12,0
0,16,2981,0,0,0.0,0.0,0,0,13,2,6,0.0,1,0,1,0.0,0.0,66.06,0
1,11,33748,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,38.23,0
0,5,21229,0,0,0.0,0.0,0,0,2,1,3,0.0,3,0,1,0.0,0.0,2.85,0
0,9,360645,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,12.15,0
0,13,54930,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,14.0,0
0,1,0,0,0,0.0,0.0,0,0,13,2,4,0.0,1,0,1,0.0,0.0,4.82,0
0,11,632,33,0,0.0,0.089,0,0,0,0,1,0.0,1,1,1,0.0,0.0,6.29,0
0,13,17960,18,2,0.12,0.307,0,1,2,0,1,0.0,1,0,2,0.0,0.0,16.9,0
0,11,9637,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,19.8,0
0,8,1546,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,2,0.0,0.0,43.4,0
0,9,524,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,21.61,0
0,7,9166,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,14.67,0
0,3,4654,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,24.92,0
0,10,1056,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,43.25,0
0,1,5048,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,4.95,0
0,2,2515,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,1.75,0
0,12,16918,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,38.84,0
0,3,1054,0,1,1.0,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,21.08,0
0,10,8408,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,22.63,0
0,10,114043,0,3,0.011,0.0,0,0,2,0,1,0.0,1,0,3,0.0,0.0,19.92,0
0,11,314,0,1,0.0,0.0,0,0,0,0,5,0.0,1,0,3,0.0,0.0,11.11,0
0,9,12871,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,25.88,0
0,15,4249,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,3,0.0,0.0,32.36,0
0,2,912,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,20.67,0
0,7,64,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,40.62,0
2,12,7539,0,6,0.0,0.0,0,0,0,0,3,0.0,1,0,2,0.0,0.0,63.95,0
4,4,117739,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,12.51,0
0,1,108616,1,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,2.46,0
0,2,5737,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,2,0.0,0.0,83.06,0
0,2,368372,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,22.18,0
1,18,12402,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,5,0.0,0.0,49.32,0
0,12,7974,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,1,0.0,0.0,50.23,0
